MSZoning,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,Functional,GarageType,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice
RL,9920,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,1063,0,Typ,Attchd,280,Y,2010,WD,Normal,128000
RL,13501,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1636,0,Typ,Attchd,865,Y,2007,WD,Normal,255000
RL,11500,IR1,AllPub,1Fam,1.5Fin,7,7,1936,GasA,Y,SBrkr,1020,1037,Typ,Attchd,180,Y,2006,WD,Normal,250000
RL,8885,IR1,AllPub,1Fam,1Story,5,5,1983,GasA,Y,SBrkr,902,0,Typ,Attchd,484,Y,2006,WD,Normal,131000
RL,12589,IR2,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,742,742,Typ,Attchd,390,Y,2009,WD,Normal,174000
RL,11600,Reg,AllPub,Duplex,2Story,5,5,1960,GasA,Y,FuseA,1105,1169,Typ,Detchd,480,Y,2010,WD,Normal,154300
RL,9286,IR1,AllPub,1Fam,1Story,5,7,1977,GasA,Y,SBrkr,1268,0,Typ,Detchd,252,Y,2009,WD,Normal,143500
RM,6120,Reg,AllPub,1Fam,1Story,5,7,1925,GasA,N,SBrkr,1015,0,Min1,Detchd,450,Y,2006,WD,Abnorml,88000
RH,6270,Reg,AllPub,Duplex,2Story,5,6,1949,GasA,N,FuseA,1001,1001,Typ,2Types,871,Y,2007,WD,Normal,145000
FV,3000,Reg,AllPub,TwnhsE,2Story,6,5,2009,GasA,Y,SBrkr,612,612,Typ,Detchd,528,Y,2009,New,Partial,173733
RM,2001,Reg,AllPub,Twnhs,2Story,4,5,1970,GasA,Y,SBrkr,546,546,Typ,Attchd,286,Y,2007,WD,Normal,75000
C (all),9000,Reg,AllPub,1Fam,1Story,2,3,1949,GasA,N,FuseA,480,0,Typ,Detchd,308,Y,2006,WD,Abnorml,35311
RL,17140,Reg,AllPub,1Fam,1Story,4,6,1956,GasA,Y,FuseA,1229,0,Typ,Attchd,284,Y,2009,WD,Normal,135000
RL,13125,IR1,AllPub,1Fam,2Story,7,5,1991,GasA,Y,SBrkr,912,1215,Typ,Attchd,833,Y,2007,WD,Normal,238000
RL,11029,IR1,AllPub,1Fam,1Story,6,8,1958,GasA,Y,SBrkr,1414,0,Min1,Attchd,601,Y,2008,WD,Normal,176500
RL,8462,IR1,AllPub,1Fam,2Story,6,5,1994,GasA,Y,SBrkr,936,785,Typ,Attchd,471,Y,2007,WD,Normal,201000
RL,8777,Reg,AllPub,Duplex,1.5Fin,5,7,1900,GasA,Y,SBrkr,1272,928,Typ,NA,0,N,2008,WD,Normal,145900
RL,10237,Reg,AllPub,1Fam,1Story,6,5,2005,GasA,Y,SBrkr,1316,0,Typ,Attchd,397,Y,2006,New,Partial,169990
RL,8012,Reg,AllPub,TwnhsE,1Story,6,5,1993,GasA,Y,SBrkr,1617,0,Typ,Attchd,533,Y,2008,WD,Normal,193000
RL,10240,Reg,AllPub,1Fam,1Story,6,6,1980,GasA,Y,SBrkr,1686,0,Typ,Attchd,612,Y,2006,WD,Normal,207500
RL,15611,IR1,AllPub,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,1126,0,Typ,Attchd,540,Y,2008,WD,Abnorml,175000
RL,11999,Reg,AllPub,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,1234,1140,Typ,BuiltIn,656,Y,2007,WD,Normal,285000
RL,9900,Reg,AllPub,1Fam,2Story,7,5,1968,GasA,Y,SBrkr,1098,880,Typ,Attchd,486,Y,2008,WD,Normal,176000
RL,11838,Reg,AllPub,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,1788,0,Typ,Attchd,522,Y,2009,WD,Normal,236500
RL,13006,IR1,AllPub,1Fam,2Story,7,5,1997,GasA,Y,SBrkr,993,1243,Typ,BuiltIn,642,Y,2006,WD,Normal,222000
RL,8925,IR1,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1466,0,Typ,Attchd,610,Y,2009,WD,Normal,201000
RL,9100,Reg,AllPub,1Fam,1Story,5,6,1965,GasA,Y,SBrkr,925,0,Typ,Detchd,429,Y,2009,WD,Normal,117500
RL,11670,IR1,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,1905,0,Typ,Attchd,788,Y,2007,WD,Normal,320000
RL,8487,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1500,0,Typ,Attchd,570,Y,2009,WD,Normal,190000
RL,27650,IR2,AllPub,1Fam,1Story,7,7,1960,GasA,Y,SBrkr,2069,0,Typ,Attchd,505,Y,2008,WD,Normal,242000
RL,5825,IR1,AllPub,1Fam,1Story,4,5,1926,GasA,Y,SBrkr,747,0,Typ,Detchd,528,Y,2006,WD,Normal,79900
RL,10083,Reg,AllPub,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,1200,0,Typ,Attchd,555,Y,2009,WD,Normal,184900
RL,9675,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,1113,858,Typ,Attchd,689,Y,2009,WD,Normal,253000
RL,8760,Reg,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1391,571,Typ,Attchd,868,Y,2006,New,Partial,239799
RL,24090,Reg,AllPub,1Fam,2Story,7,7,1940,GasA,Y,SBrkr,1207,1196,Typ,Attchd,349,Y,2010,COD,Normal,244400
RL,12640,IR1,AllPub,Duplex,1Story,6,5,1976,GasA,Y,SBrkr,1728,0,Typ,Attchd,574,Y,2006,WD,Normal,150900
RL,8755,IR1,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,1022,1038,Typ,BuiltIn,390,Y,2009,WD,Normal,214000
RL,7711,IR1,AllPub,Duplex,1Story,4,3,1977,GasA,Y,SBrkr,1440,0,Typ,NA,0,N,2007,Oth,Abnorml,150000
RL,25000,Reg,AllPub,Duplex,1Story,5,4,1967,GasA,Y,SBrkr,1632,0,Typ,Attchd,576,P,2007,WD,Normal,143000
RL,14375,IR1,NoSeWa,1Fam,SLvl,6,6,1958,GasA,Y,FuseA,1344,0,Typ,Basment,525,Y,2009,COD,Abnorml,137500
RM,8820,Reg,AllPub,1Fam,1.5Fin,5,6,1890,GasA,Y,SBrkr,1188,561,Typ,Detchd,456,Y,2009,WD,Normal,124900
RL,8163,Reg,AllPub,1Fam,SLvl,5,6,1959,GasA,Y,SBrkr,1144,0,Typ,Attchd,796,Y,2006,WD,Normal,143000
RL,14536,Reg,AllPub,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,1629,0,Typ,Attchd,808,Y,2007,WD,Normal,270000
RL,14006,IR1,AllPub,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,936,840,Typ,Attchd,474,Y,2006,WD,Normal,192500
RL,9360,Reg,AllPub,1Fam,1Story,6,7,1972,GasA,Y,SBrkr,1381,0,Typ,Attchd,676,Y,2010,WD,Normal,197500
RL,7200,Reg,AllPub,1Fam,1Story,5,8,1950,GasA,Y,SBrkr,864,0,Typ,Detchd,720,Y,2007,WD,Normal,129000
RH,7800,Reg,AllPub,1Fam,1Story,5,5,1965,GasA,Y,SBrkr,965,0,Typ,Detchd,300,Y,2006,WD,Abnorml,119900
RL,7200,Reg,AllPub,1Fam,SFoyer,5,8,1972,GasA,Y,SBrkr,768,0,Typ,Detchd,396,Y,2009,WD,Normal,133900
RL,11075,IR1,AllPub,1Fam,2Story,5,4,1969,GasA,Y,SBrkr,1168,800,Min2,Attchd,530,Y,2008,WD,Normal,172000
RL,9400,IR1,AllPub,Duplex,SFoyer,6,5,1975,GasA,Y,SBrkr,980,0,Typ,NA,0,Y,2006,WD,AdjLand,127500
RH,7136,IR1,AllPub,Duplex,2Story,6,6,1946,GasA,N,FuseF,979,979,Typ,Attchd,492,Y,2007,WD,Normal,145000
RM,1300,Reg,AllPub,TwnhsE,2Story,6,6,1980,GasA,Y,SBrkr,561,668,Typ,Attchd,462,Y,2009,WD,Normal,124000
RL,7420,Reg,AllPub,1Fam,1Story,5,5,1962,GasA,Y,SBrkr,1057,0,Typ,Detchd,576,Y,2007,WD,Normal,132000
RL,8450,Reg,AllPub,1Fam,1Story,7,5,2003,GasA,Y,SBrkr,1337,0,Typ,Attchd,531,Y,2007,WD,Normal,185000
FV,2572,Reg,AllPub,Twnhs,2Story,7,5,1999,GasA,Y,SBrkr,696,720,Typ,Detchd,484,Y,2010,WD,Normal,155000
RL,7207,IR1,AllPub,1Fam,1Story,5,7,1958,GasA,Y,SBrkr,858,0,Typ,NA,0,Y,2010,WD,Normal,116500
RL,12227,IR1,AllPub,1Fam,2Story,6,7,1977,GasA,Y,SBrkr,1542,1330,Typ,Attchd,619,Y,2008,WD,Normal,272000
RL,2308,Reg,AllPub,TwnhsE,2Story,6,6,1976,GasA,Y,SBrkr,804,744,Typ,Detchd,440,Y,2007,WD,Normal,155000
RL,11923,IR1,AllPub,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1800,0,Typ,Attchd,702,Y,2009,WD,Normal,239000
RL,11316,Reg,AllPub,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,824,1070,Typ,BuiltIn,510,Y,2010,WD,Normal,214900
RL,10237,Reg,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,783,701,Typ,Attchd,393,Y,2007,New,Partial,178900
RL,9600,IR1,AllPub,1Fam,1.5Fin,5,7,1940,GasA,Y,SBrkr,976,332,Min2,Detchd,256,Y,2009,WD,Normal,160000
RL,7390,IR1,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,1098,0,Typ,Attchd,260,Y,2008,WD,Normal,135000
RM,5925,Reg,AllPub,1Fam,1.5Fin,3,6,1910,Grav,N,SBrkr,600,368,Typ,NA,0,Y,2009,WD,Abnorml,37900
RL,10382,Reg,AllPub,2fmCon,SLvl,6,5,1958,GasA,Y,SBrkr,1095,0,Typ,Attchd,264,Y,2006,ConLD,Normal,140000
RL,10800,Reg,AllPub,1Fam,1.5Fin,4,4,1949,GasA,N,FuseA,720,472,Typ,NA,0,Y,2006,WD,Abnorml,135000
RL,2268,Reg,AllPub,Twnhs,2Story,7,5,2003,GasA,Y,SBrkr,764,862,Typ,BuiltIn,474,Y,2009,WD,Normal,173000
RL,7892,Reg,AllPub,TwnhsE,1Story,6,5,1979,GasA,Y,SBrkr,918,0,Typ,Attchd,264,Y,2010,WD,Normal,99500
FV,11639,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1428,0,Typ,Attchd,480,Y,2008,New,Partial,182000
RL,11414,IR1,AllPub,1Fam,2Story,7,8,1910,GasA,N,SBrkr,1136,883,Typ,Detchd,532,Y,2009,WD,Normal,167500
FV,2651,Reg,AllPub,Twnhs,2Story,7,5,2000,GasA,Y,SBrkr,673,709,Typ,Detchd,490,Y,2006,WD,Normal,165000
RL,5900,IR1,AllPub,1Fam,1Story,4,7,1923,GasA,Y,FuseA,869,0,Typ,NA,0,Y,2006,WD,Normal,85500
FV,4274,IR1,AllPub,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,1241,0,Typ,Attchd,569,Y,2007,New,Partial,199900
RL,9450,Reg,AllPub,1Fam,1Story,4,5,1954,GasA,Y,SBrkr,894,0,Typ,Detchd,400,Y,2007,WD,Abnorml,110000
RL,8816,Reg,AllPub,1Fam,1Story,5,6,1963,GasA,Y,SBrkr,1121,0,Typ,Detchd,480,Y,2009,WD,Normal,139000
RL,12122,IR1,AllPub,1Fam,SFoyer,7,9,1961,GasA,Y,SBrkr,999,0,Typ,Attchd,588,Y,2008,WD,Normal,178400
RL,12203,IR1,AllPub,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,1276,1336,Typ,Attchd,676,Y,2009,WD,Normal,336000
RL,3182,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1266,0,Typ,Attchd,388,Y,2008,WD,Normal,159895
RL,11250,Reg,AllPub,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,1149,1141,Typ,Attchd,779,Y,2008,WD,Normal,255900
RL,10125,Reg,AllPub,Duplex,1.5Fin,5,5,1977,GasA,Y,SBrkr,1302,432,Typ,Attchd,539,Y,2009,COD,Normal,126000
RL,10880,Reg,AllPub,2fmCon,1Story,5,5,1950,GasW,N,SBrkr,1164,0,Typ,Detchd,240,Y,2008,ConLD,Normal,125000
RM,5310,Reg,AllPub,1Fam,1.5Fin,6,8,1910,GasA,Y,SBrkr,1001,634,Typ,Attchd,255,Y,2006,WD,Normal,117000
RL,10159,IR1,AllPub,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,1940,0,Typ,Attchd,606,Y,2010,New,Partial,395192
RL,12046,IR1,AllPub,1Fam,2Story,6,6,1976,GasA,Y,SBrkr,1118,912,Typ,Attchd,551,Y,2007,WD,Normal,195000
FV,8125,Reg,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,778,798,Typ,Attchd,614,Y,2006,New,Partial,197000
RL,9452,Reg,AllPub,1Fam,2Story,8,5,1997,GasA,Y,SBrkr,1407,985,Typ,Attchd,870,Y,2006,WD,Normal,348000
RM,17671,Reg,AllPub,1Fam,2Story,8,9,1882,GasA,Y,SBrkr,916,826,Typ,Attchd,424,P,2009,WD,Normal,168000
RL,9760,Reg,AllPub,1Fam,2Story,6,8,1964,GasA,Y,SBrkr,1020,831,Typ,Attchd,440,Y,2007,WD,Normal,187000
RL,8846,Reg,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,750,750,Typ,Attchd,564,Y,2006,New,Partial,173900
RL,12456,Reg,AllPub,1Fam,1Story,10,5,2006,GasA,Y,SBrkr,1718,0,Typ,Attchd,786,Y,2009,WD,Normal,337500
RL,4712,IR1,AllPub,1Fam,1.5Fin,4,7,1946,GasA,Y,SBrkr,774,456,Typ,Detchd,305,Y,2006,WD,Abnorml,121600
RL,10659,IR1,AllPub,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,1050,0,Typ,Attchd,368,Y,2006,COD,Normal,136500
RL,11717,IR1,AllPub,1Fam,1Story,6,6,1970,GasA,Y,SBrkr,1442,0,Typ,Attchd,615,Y,2009,WD,Normal,185000
RM,9786,Reg,AllPub,1Fam,1Story,3,4,1922,GasA,N,SBrkr,1077,0,Typ,Detchd,210,P,2006,WD,Normal,91000
RL,6762,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1208,0,Typ,Attchd,632,Y,2010,WD,Normal,206000
RL,10206,Reg,AllPub,1Fam,1Story,3,3,1952,GasW,N,FuseF,944,0,Min1,Detchd,528,Y,2009,WD,Normal,82000
RL,5400,Reg,AllPub,1Fam,1Story,5,6,1920,GasA,Y,FuseA,691,0,Typ,Detchd,216,N,2007,WD,Abnorml,86000
RL,11957,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1574,0,Typ,Attchd,824,Y,2008,WD,Normal,232000
RL,11500,IR1,AllPub,Duplex,1Story,5,6,1976,GasA,Y,SBrkr,1680,0,Typ,Detchd,528,Y,2007,WD,Normal,136905
RL,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1504,0,Typ,Attchd,457,Y,2009,WD,Normal,181000
RL,8385,Reg,AllPub,1Fam,SLvl,5,8,1977,GasA,Y,SBrkr,985,0,Typ,Attchd,328,Y,2008,WD,Normal,149900
RL,12155,IR3,AllPub,1Fam,1Story,6,3,1970,GasA,Y,SBrkr,1657,0,Typ,Attchd,484,Y,2007,WD,Normal,163500
RM,2217,Reg,AllPub,TwnhsE,2Story,4,4,1970,GasA,Y,SBrkr,546,546,Typ,Attchd,286,Y,2009,WD,Normal,88000
RL,12118,IR1,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1710,0,Typ,Attchd,550,Y,2009,WD,Normal,240000
RL,6000,Reg,AllPub,1Fam,1.5Fin,5,5,1926,GasA,Y,SBrkr,1008,0,Typ,NA,0,P,2006,WD,Normal,102000
RL,21286,Reg,AllPub,1Fam,1.5Fin,5,5,1948,GasA,Y,SBrkr,720,551,Typ,Attchd,312,Y,2008,WD,Normal,135000
RL,9825,Reg,AllPub,Duplex,1Story,5,5,1965,GasA,N,SBrkr,1664,0,Typ,NA,0,Y,2010,WD,Normal,100000
RL,10592,Reg,AllPub,1Fam,2Story,6,7,1923,GasA,Y,SBrkr,900,602,Typ,Detchd,180,Y,2007,WD,Normal,165000
RM,7200,Reg,AllPub,1Fam,1Story,5,4,1910,GasW,N,SBrkr,1022,0,Maj2,Detchd,280,Y,2009,WD,Normal,85000
RL,11664,Reg,AllPub,1Fam,1Story,6,5,1948,GasA,Y,SBrkr,1082,0,Typ,Detchd,240,Y,2007,WD,Normal,119200
RL,8400,Reg,AllPub,1Fam,2Story,8,6,2001,GasA,Y,SBrkr,810,855,Typ,Attchd,528,Y,2009,WD,Normal,227000
RL,11883,Reg,AllPub,1Fam,1Story,7,5,1996,GasA,Y,SBrkr,1504,0,Typ,Attchd,478,Y,2009,WD,Normal,203000
RL,5814,IR1,AllPub,TwnhsE,1Story,8,5,1984,GasA,Y,SBrkr,1360,0,Typ,Attchd,565,Y,2009,COD,Abnorml,187500
RL,10784,IR1,AllPub,1Fam,SLvl,7,5,1991,GasA,Y,SBrkr,802,670,Typ,Attchd,402,Y,2007,WD,Normal,160000
RL,3013,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1506,0,Typ,Attchd,440,Y,2006,WD,Normal,213490
RL,7024,Reg,AllPub,1Fam,1Story,4,5,2005,GasA,Y,SBrkr,1132,0,Typ,Attchd,451,Y,2008,WD,Normal,176000
RL,7406,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1220,0,Typ,Attchd,632,Y,2006,New,Partial,194000
RM,9439,Reg,AllPub,1Fam,1.5Fin,5,5,1930,GasA,Y,FuseA,912,336,Typ,Detchd,160,Y,2007,WD,Normal,87000
RL,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1504,0,Typ,Attchd,437,Y,2008,WD,Normal,191000
RL,15498,IR1,AllPub,1Fam,1Story,8,6,1976,GasA,Y,SBrkr,2898,0,Typ,Attchd,665,Y,2008,COD,Abnorml,287000
RL,7700,Reg,AllPub,1Fam,1Story,5,5,1972,GasA,Y,SBrkr,882,0,Typ,Detchd,461,Y,2007,WD,Normal,112500
RL,9300,Reg,AllPub,1Fam,1Story,5,5,1960,GasA,Y,SBrkr,1264,0,Typ,Attchd,461,Y,2010,WD,Normal,167500
RL,9520,IR1,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1646,0,Typ,Attchd,800,Y,2008,New,Partial,293077
RL,9492,Reg,AllPub,1Fam,1.5Fin,5,5,1941,GasA,Y,SBrkr,968,408,Typ,Attchd,240,Y,2007,WD,Normal,105000
RM,1680,Reg,AllPub,Twnhs,2Story,6,7,1972,GasA,Y,SBrkr,672,546,Typ,Detchd,264,Y,2006,WD,Normal,118000
RH,7082,Reg,AllPub,2fmCon,2Story,5,8,1916,GasA,Y,SBrkr,948,980,Typ,NA,0,N,2006,WD,Normal,160000
RL,15863,Reg,AllPub,1Fam,2.5Fin,7,3,1920,GasA,Y,SBrkr,1687,998,Typ,Basment,672,Y,2009,WD,Normal,197000
RL,14541,IR1,AllPub,1Fam,2Story,8,7,1993,GasA,Y,SBrkr,1352,1168,Typ,Attchd,796,Y,2006,WD,Abnorml,310000
RL,8125,Reg,AllPub,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,1654,0,Typ,Attchd,900,Y,2006,WD,Normal,230000
RL,6305,Reg,AllPub,1Fam,1Story,5,7,1938,GasA,Y,SBrkr,954,0,Typ,Basment,240,Y,2007,WD,Normal,119750
RL,11500,IR1,AllPub,1Fam,1Story,4,3,1957,GasA,N,SBrkr,845,0,Typ,Detchd,290,N,2009,WD,Normal,84000
RL,12898,IR1,AllPub,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1620,0,Typ,Attchd,912,Y,2009,WD,Normal,315500
RL,9240,Reg,AllPub,1Fam,2Story,8,5,2001,GasA,Y,SBrkr,1055,1208,Typ,BuiltIn,905,Y,2008,WD,Normal,287000
RM,1533,Reg,AllPub,Twnhs,2Story,4,6,1970,GasA,Y,SBrkr,798,546,Typ,NA,0,Y,2009,WD,Normal,97000
RM,1477,Reg,AllPub,TwnhsE,SFoyer,4,4,1970,GasA,Y,SBrkr,630,0,Typ,Attchd,286,Y,2009,WD,Normal,80000
RL,13125,Reg,AllPub,1Fam,1Story,5,4,1957,GasA,Y,SBrkr,1803,0,Maj1,Attchd,484,Y,2006,WD,Normal,155000
RL,9130,Reg,AllPub,1Fam,2Story,6,8,1966,GasA,Y,SBrkr,800,832,Typ,Attchd,484,Y,2008,WD,Normal,173000
RL,5381,IR1,AllPub,Twnhs,1Story,6,5,2005,GasA,Y,SBrkr,1306,0,Typ,Attchd,624,Y,2009,WD,Normal,196000
RL,11839,Reg,AllPub,1Fam,2Story,7,5,1990,GasA,Y,SBrkr,1532,797,Typ,Attchd,514,Y,2008,WD,Normal,262280
RL,9600,Reg,AllPub,1Fam,1Story,8,5,1981,GasA,Y,SBrkr,2524,0,Typ,Attchd,542,Y,2009,WD,Normal,278000
RL,13680,IR1,AllPub,1Fam,1Story,3,5,1955,GasA,Y,FuseA,1733,0,Min2,Attchd,452,Y,2009,WD,Normal,139600
RL,16056,IR1,AllPub,1Fam,2Story,9,5,2005,GasA,Y,SBrkr,1992,876,Typ,BuiltIn,716,Y,2006,New,Partial,556581
RL,9245,IR2,AllPub,1Fam,1Story,5,5,1994,GasA,Y,SBrkr,990,0,Typ,Detchd,672,Y,2008,WD,Normal,145000
RL,21750,Reg,AllPub,1Fam,1Story,5,4,1960,GasA,Y,SBrkr,1771,0,Min1,Attchd,336,Y,2009,WD,Normal,115000
RL,11100,Reg,AllPub,1Fam,1Story,4,7,1946,GasA,Y,SBrkr,930,0,Typ,Detchd,308,Y,2010,WD,Abnorml,84900
RL,8993,IR1,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1302,0,Typ,Attchd,436,Y,2007,New,Partial,176485
RL,11175,IR1,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1316,0,Typ,Attchd,440,Y,2007,New,Partial,200141
RL,9500,Reg,AllPub,1Fam,2Story,6,6,1964,GasA,Y,SBrkr,1127,850,Typ,Attchd,540,Y,2007,WD,Normal,165000
RL,8562,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,FuseA,1526,0,Min2,Basment,364,Y,2010,WD,Normal,144500
RL,11367,Reg,AllPub,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,1091,898,Typ,Attchd,586,Y,2006,WD,Normal,255000
RL,11361,Reg,AllPub,1Fam,1Story,6,5,1976,GasA,Y,SBrkr,1523,0,Typ,Attchd,478,Y,2008,COD,Abnorml,180000
RL,7052,IR1,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1364,0,Typ,Attchd,484,Y,2006,WD,Normal,185850
RL,29959,IR2,AllPub,1Fam,2Story,7,6,1994,GasA,Y,SBrkr,979,871,Typ,BuiltIn,467,Y,2009,WD,Normal,248000
RL,11308,IR1,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,1130,1054,Typ,Attchd,836,Y,2009,WD,Normal,335000
RL,11275,IR1,AllPub,1Fam,1.5Fin,6,7,1932,GasA,Y,SBrkr,1096,895,Typ,Detchd,432,Y,2007,WD,Normal,220000
RL,4920,Reg,AllPub,TwnhsE,1Story,8,5,2001,GasA,Y,SBrkr,1338,0,Typ,Attchd,582,Y,2010,WD,Normal,213500
C (all),18000,Reg,AllPub,1Fam,1Story,3,4,1935,GasA,Y,SBrkr,894,0,Typ,Detchd,1248,Y,2008,ConLD,Normal,81000
RM,13600,Reg,AllPub,2fmCon,2Story,5,5,1900,GasA,N,SBrkr,1422,915,Min2,Detchd,560,Y,2007,WD,Normal,90000
RM,6000,Reg,AllPub,1Fam,1Story,6,6,1925,GasA,Y,SBrkr,1103,0,Typ,Detchd,440,Y,2006,WD,Normal,110500
RL,11000,IR1,AllPub,1Fam,1Story,5,6,1966,GasA,Y,SBrkr,1154,0,Typ,Attchd,480,Y,2009,WD,Normal,154000
RL,14000,Reg,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,1306,954,Typ,Attchd,533,Y,2010,WD,Normal,328000
RL,7837,IR1,AllPub,1Fam,2Story,6,7,1993,GasA,Y,SBrkr,799,772,Typ,Attchd,380,Y,2009,WD,Normal,178000
RL,9760,Reg,AllPub,1Fam,2Story,6,6,1964,GasA,Y,SBrkr,798,813,Typ,Attchd,442,Y,2008,WD,Normal,167900
RM,3964,Reg,AllPub,TwnhsE,2Story,6,4,1973,GasA,Y,SBrkr,1291,1230,Maj1,Attchd,576,Y,2006,WD,Normal,151400
RL,9600,Reg,AllPub,1Fam,1.5Unf,5,7,1949,GasA,Y,SBrkr,893,0,Typ,Detchd,576,Y,2007,WD,Normal,135000
RL,10152,Reg,AllPub,1Fam,1Story,5,5,1956,GasA,Y,SBrkr,1048,0,Typ,Attchd,286,Y,2007,WD,Normal,135000
RL,11700,Reg,AllPub,1Fam,2Story,6,6,1968,GasA,Y,SBrkr,829,727,Typ,Attchd,441,Y,2009,WD,Normal,154000
RL,7585,Reg,AllPub,1Fam,1.5Fin,5,3,1948,GasA,Y,FuseA,1002,454,Typ,Detchd,280,P,2006,WD,Normal,91500
RL,7950,IR1,AllPub,1Fam,2Story,6,6,1977,GasA,Y,SBrkr,698,728,Typ,Attchd,440,Y,2009,WD,Normal,159500
RL,8556,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1240,0,Typ,Attchd,826,Y,2007,WD,Normal,194000
RL,13125,Reg,AllPub,1Fam,2Story,7,6,1940,GasA,Y,SBrkr,960,780,Typ,Attchd,240,Y,2007,CWD,Normal,219500
RL,10800,Reg,AllPub,1Fam,1.5Fin,5,8,1936,GasA,Y,SBrkr,1096,370,Min1,Attchd,566,Y,2006,WD,Normal,170000
RL,15870,IR1,AllPub,1Fam,1Story,5,5,1969,GasA,Y,SBrkr,1096,0,Typ,Attchd,299,Y,2006,WD,Abnorml,138800
RM,4435,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2006,WD,Normal,155900
RL,8775,Reg,AllPub,1Fam,1Story,5,5,1994,GasA,Y,SBrkr,990,0,Typ,Attchd,299,Y,2007,WD,Normal,126000
RL,11040,Reg,AllPub,1Fam,1Story,6,7,1971,GasA,Y,SBrkr,1258,0,Typ,Attchd,528,Y,2008,COD,Abnorml,145000
RL,7500,Reg,AllPub,1Fam,1Story,5,5,1963,GasA,Y,SBrkr,1040,0,Typ,Attchd,308,Y,2010,WD,Normal,133000
RL,8749,Reg,AllPub,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,1459,0,Typ,Attchd,527,Y,2007,WD,Normal,192000
RL,8800,Reg,AllPub,1Fam,1Story,6,6,1964,GasA,Y,SBrkr,1251,0,Typ,Attchd,461,Y,2006,WD,Normal,160000
RL,13031,IR2,AllPub,1Fam,2Story,6,5,1995,GasA,Y,SBrkr,691,807,Typ,Attchd,409,Y,2006,WD,Normal,187500
RL,9069,Reg,AllPub,1Fam,SFoyer,6,6,1992,GasA,Y,SBrkr,996,0,Typ,Attchd,564,Y,2010,WD,Normal,147000
